Cohort_Position,Holdout_Position,True_Family,Predicted_Family,Prediction_Correct,Confidence,ATTACK_Candidate_Count,ATTACK_Candidate_IDs,Highest_Evidence_Level,High_Evidence_Feature_Count,Medium_Evidence_Feature_Count,Total_Positive_SHAP,ATTACK_Positive_SHAP,ATTACK_Normalized_SHAP_Support,Direct_Detection_Claim,Causal_Claim,ATTACK_Ground_Truth,Analyst_Validation_Required
28,739,Benign,Benign,True,0.9999276399612427,1,T1620,MEDIUM_CANDIDATE,0,2,5.343041189014912,0.43271419405937195,0.0809864979047917,False,False,False,True
29,4150,Benign,Benign,True,0.9999545812606812,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,5.530079498887062,0.49714794009923935,0.0898988776199856,False,False,False,True
30,3613,Benign,Benign,True,0.9999746084213257,0,,CONTEXT_ONLY,0,0,5.8431494534015656,0.0,0.0,False,False,False,True
31,3410,Benign,Benign,True,0.999955415725708,0,,CONTEXT_ONLY,0,0,5.871886637061834,0.0,0.0,False,False,False,True
32,34,Benign,Benign,True,0.9999744892120361,1,T1620,MEDIUM_CANDIDATE,0,1,5.658562496304512,0.08534332364797592,0.015082156237332688,False,False,False,True
33,2958,Benign,Benign,True,0.9999725818634033,1,T1620,MEDIUM_CANDIDATE,0,1,5.709692370146513,0.08102012425661087,0.014189928108952017,False,False,False,True
34,2186,Benign,Benign,True,0.9999723434448242,1,T1620,MEDIUM_CANDIDATE,0,1,5.645144045352936,0.08485908061265945,0.015032225915034917,False,False,False,True
35,923,Benign,Benign,True,0.9999704360961914,0,,CONTEXT_ONLY,0,0,5.840140953660011,0.0,0.0,False,False,False,True
36,2326,Benign,Benign,True,0.9999583959579468,0,,CONTEXT_ONLY,0,0,5.930553514510393,0.0,0.0,False,False,False,True
37,2005,Benign,Benign,True,0.9999734163284302,0,,CONTEXT_ONLY,0,0,5.8246216624975204,0.0,0.0,False,False,False,True
38,2010,Benign,Benign,True,0.9999744892120361,0,,CONTEXT_ONLY,0,0,5.843251448124647,0.0,0.0,False,False,False,True
39,4432,Benign,Benign,True,0.9999732971191406,1,T1620,MEDIUM_CANDIDATE,0,1,5.732572577893734,0.08096595108509064,0.01412384230377057,False,False,False,True
40,1033,Benign,Benign,True,0.9999685287475586,0,,CONTEXT_ONLY,0,0,5.9514367543160915,0.0,0.0,False,False,False,True
41,1282,Benign,Benign,True,0.9999712705612183,0,,CONTEXT_ONLY,0,0,5.869762919843197,0.0,0.0,False,False,False,True
42,3536,Benign,Benign,True,0.9999673366546631,0,,CONTEXT_ONLY,0,0,5.887803614139557,0.0,0.0,False,False,False,True
43,531,Benign,Benign,True,0.9999698400497437,0,,CONTEXT_ONLY,0,0,5.935566145926714,0.0,0.0,False,False,False,True
44,2124,Benign,Benign,True,0.9999721050262451,1,T1620,MEDIUM_CANDIDATE,0,1,5.721231885254383,0.08096595108509064,0.014151838748883476,False,False,False,True
45,1683,Benign,Benign,True,0.9999703168869019,0,,CONTEXT_ONLY,0,0,5.936181623488665,0.0,0.0,False,False,False,True
46,2898,Benign,Benign,True,0.9999572038650513,1,T1620,MEDIUM_CANDIDATE,0,2,5.558746561408043,0.42159128934144974,0.07584286937425327,False,False,False,True
47,3262,Benign,Benign,True,0.9999457597732544,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,5.597444418817759,0.4854980558156967,0.08673566354379973,False,False,False,True
48,309,Benign,Benign,True,0.9999582767486572,0,,CONTEXT_ONLY,0,0,5.925320319831371,0.0,0.0,False,False,False,True
49,2038,Benign,Benign,True,0.9999730587005615,1,T1620,MEDIUM_CANDIDATE,0,1,5.706083860248327,0.07977294921875,0.01398033242632335,False,False,False,True
50,3554,Benign,Benign,True,0.9991955161094666,0,,CONTEXT_ONLY,0,0,5.8176163993775845,0.0,0.0,False,False,False,True
51,580,Benign,Benign,True,0.999974250793457,0,,CONTEXT_ONLY,0,0,5.79670649766922,0.0,0.0,False,False,False,True
52,388,Benign,Benign,True,0.9999732971191406,1,T1620,MEDIUM_CANDIDATE,0,1,5.709485709667206,0.07093165814876556,0.012423475905836014,False,False,False,True
53,1042,Benign,Benign,True,0.9999731779098511,1,T1620,MEDIUM_CANDIDATE,0,1,5.71078373119235,0.07977087795734406,0.013968464174476582,False,False,False,True
54,1958,Benign,Benign,True,0.9999731779098511,0,,CONTEXT_ONLY,0,0,5.841994404792786,0.0,0.0,False,False,False,True
55,596,Benign,Benign,True,0.9999428987503052,1,T1620,MEDIUM_CANDIDATE,0,2,5.39507282525301,0.4419499337673187,0.08191732495225268,False,False,False,True
56,2270,Benign,Benign,True,0.9999725818634033,0,,CONTEXT_ONLY,0,0,5.859242767095566,0.0,0.0,False,False,False,True
57,3100,Benign,Benign,True,0.9998812675476074,1,T1620,MEDIUM_CANDIDATE,0,2,5.0836958810687065,0.44546541571617126,0.08762629121365231,False,False,False,True
58,3769,Benign,Benign,True,0.9999732971191406,1,T1620,MEDIUM_CANDIDATE,0,1,5.709485679864883,0.07093165814876556,0.012423475970683962,False,False,False,True
59,1330,Benign,Benign,True,0.9999732971191406,1,T1620,MEDIUM_CANDIDATE,0,1,5.7325727716088295,0.08096595108509064,0.0141238418264977,False,False,False,True
60,3809,Benign,Benign,True,0.9999724626541138,0,,CONTEXT_ONLY,0,0,5.836654543876648,0.0,0.0,False,False,False,True
61,3251,Benign,Benign,True,0.9999703168869019,1,T1620,MEDIUM_CANDIDATE,0,1,5.702151298522949,0.08102338016033173,0.014209265226147108,False,False,False,True
62,3718,Benign,Benign,True,0.9999251365661621,1,T1620,MEDIUM_CANDIDATE,0,2,5.3218299224972725,0.42601868510246277,0.08005116497645479,False,False,False,True
63,2125,Benign,Benign,True,0.9999477863311768,1,T1620,MEDIUM_CANDIDATE,0,2,5.511575721204281,0.4219935014843941,0.0765649467285534,False,False,False,True
64,3074,Benign,Benign,True,0.9996232986450195,1,T1620,MEDIUM_CANDIDATE,0,2,4.591043844819069,0.45117612183094025,0.0982731023882698,False,False,False,True
65,419,Benign,Benign,True,0.9999731779098511,0,,CONTEXT_ONLY,0,0,5.839076764881611,0.0,0.0,False,False,False,True
66,3709,Benign,Benign,True,0.9999682903289795,0,,CONTEXT_ONLY,0,0,5.887576401233673,0.0,0.0,False,False,False,True
67,2523,Benign,Benign,True,0.9997523427009583,0,,CONTEXT_ONLY,0,0,6.03112355619669,0.0,0.0,False,False,False,True
68,647,Benign,Benign,True,0.9999700784683228,0,,CONTEXT_ONLY,0,0,5.84804193675518,0.0,0.0,False,False,False,True
69,172,Benign,Benign,True,0.9999678134918213,0,,CONTEXT_ONLY,0,0,5.805653303861618,0.0,0.0,False,False,False,True
70,645,Benign,Benign,True,0.9999734163284302,1,T1620,MEDIUM_CANDIDATE,0,1,5.69583822414279,0.07977087795734406,0.014005116511073203,False,False,False,True
71,1882,Benign,Benign,True,0.9999057054519653,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,5.221201945096254,0.49535058811306953,0.0948729034658968,False,False,False,True
72,1786,Benign,Benign,True,0.9999520778656006,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,5.578835554420948,0.49619995802640915,0.0889432845234514,False,False,False,True
73,2133,Benign,Benign,True,0.9999693632125854,0,,CONTEXT_ONLY,0,0,5.9568234868347645,0.0,0.0,False,False,False,True
74,2341,Benign,Benign,True,0.9998272061347961,1,T1620,MEDIUM_CANDIDATE,0,2,5.157597124576569,0.40642084181308746,0.0788004243054277,False,False,False,True
75,1663,Benign,Benign,True,0.9999688863754272,0,,CONTEXT_ONLY,0,0,5.936171721667051,0.0,0.0,False,False,False,True
76,200,Benign,Benign,True,0.9999688863754272,0,,CONTEXT_ONLY,0,0,5.932305123656988,0.0,0.0,False,False,False,True
77,4223,Benign,Benign,True,0.9999723434448242,1,T1620,MEDIUM_CANDIDATE,0,1,5.645144045352936,0.08485908061265945,0.015032225915034917,False,False,False,True
78,3155,Benign,Benign,True,0.9999724626541138,1,T1620,MEDIUM_CANDIDATE,0,1,5.712109856307507,0.08101805299520493,0.014183560021301415,False,False,False,True
79,911,Benign,Benign,True,0.9999699592590332,0,,CONTEXT_ONLY,0,0,5.958745069801807,0.0,0.0,False,False,False,True
80,3497,Benign,Benign,True,0.9999147653579712,1,T1620,MEDIUM_CANDIDATE,0,2,5.304921813309193,0.38714103400707245,0.07297770780255386,False,False,False,True
81,2939,Benign,Benign,True,0.9999693632125854,0,,CONTEXT_ONLY,0,0,5.934609703719616,0.0,0.0,False,False,False,True
82,3448,Benign,Benign,True,0.9999537467956543,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,5.558332413434982,0.4972546100616455,0.08946111406718624,False,False,False,True
83,1828,Benign,Benign,True,0.9999741315841675,0,,CONTEXT_ONLY,0,0,5.835757851600647,0.0,0.0,False,False,False,True
84,2153,Benign,Benign,True,0.9999696016311646,1,T1620,MEDIUM_CANDIDATE,0,1,5.733171693980694,0.08096595108509064,0.014122366363124531,False,False,False,True
85,447,Benign,Benign,True,0.9999687671661377,0,,CONTEXT_ONLY,0,0,5.929859269410372,0.0,0.0,False,False,False,True
86,290,Benign,Benign,True,0.9999697208404541,0,,CONTEXT_ONLY,0,0,5.959125246852636,0.0,0.0,False,False,False,True
87,3908,Benign,Benign,True,0.9999722242355347,1,T1620,MEDIUM_CANDIDATE,0,1,5.709692370146513,0.08102012425661087,0.014189928108952017,False,False,False,True
88,3126,Benign,Benign,True,0.9999572038650513,1,T1620,MEDIUM_CANDIDATE,0,2,5.558746561408043,0.42159128934144974,0.07584286937425327,False,False,False,True
89,3149,Benign,Benign,True,0.9999699592590332,0,,CONTEXT_ONLY,0,0,5.937898393720388,0.0,0.0,False,False,False,True
90,869,Benign,Benign,True,0.9999734163284302,0,,CONTEXT_ONLY,0,0,5.824621751904488,0.0,0.0,False,False,False,True
91,2034,Benign,Benign,True,0.9999682903289795,0,,CONTEXT_ONLY,0,0,5.887576401233673,0.0,0.0,False,False,False,True
92,889,Benign,Benign,True,0.9999732971191406,1,T1620,MEDIUM_CANDIDATE,0,1,5.7325727716088295,0.08096595108509064,0.0141238418264977,False,False,False,True
93,4418,Benign,Benign,True,0.9999247789382935,1,T1620,MEDIUM_CANDIDATE,0,2,5.337748371064663,0.4321253001689911,0.08095647642580793,False,False,False,True
94,1679,Benign,Benign,True,0.9998180270195007,1,T1620,MEDIUM_CANDIDATE,0,2,4.701768986880779,0.4923507869243622,0.10471607352427469,False,False,False,True
95,3456,Benign,Benign,True,0.9999721050262451,0,,CONTEXT_ONLY,0,0,5.859242886304855,0.0,0.0,False,False,False,True
96,2479,Benign,Benign,True,0.9999699592590332,0,,CONTEXT_ONLY,0,0,5.937898393720388,0.0,0.0,False,False,False,True
97,3683,Benign,Benign,True,0.9999723434448242,1,T1620,MEDIUM_CANDIDATE,0,1,5.645144045352936,0.08485908061265945,0.015032225915034917,False,False,False,True
98,3739,Benign,Benign,True,0.9999724626541138,0,,CONTEXT_ONLY,0,0,5.839503090828657,0.0,0.0,False,False,False,True
99,3223,Benign,Benign,True,0.9999716281890869,1,T1620,MEDIUM_CANDIDATE,0,1,5.713681243360043,0.08102012425661087,0.014180021741808858,False,False,False,True
100,3883,Benign,Benign,True,0.9999706745147705,0,,CONTEXT_ONLY,0,0,5.9346719160676,0.0,0.0,False,False,False,True
101,3831,Benign,Benign,True,0.9999364614486694,1,T1620,MEDIUM_CANDIDATE,0,2,5.448081783950329,0.44307470321655273,0.08132673494766912,False,False,False,True
102,3549,Benign,Benign,True,0.9999703168869019,1,T1620,MEDIUM_CANDIDATE,0,1,5.702151268720627,0.08102338016033173,0.014209265300411906,False,False,False,True
103,2572,Benign,Benign,True,0.9998995065689087,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,5.163728427141905,0.4965490736067295,0.09616095823257047,False,False,False,True
104,3834,Benign,Benign,True,0.9999730587005615,1,T1620,MEDIUM_CANDIDATE,0,1,5.7060838006436825,0.07977294921875,0.013980332572359191,False,False,False,True
105,3637,Benign,Benign,True,0.9999599456787109,0,,CONTEXT_ONLY,0,0,5.8682639598846436,0.0,0.0,False,False,False,True
106,1616,Benign,Benign,True,0.9999692440032959,0,,CONTEXT_ONLY,0,0,5.9568234868347645,0.0,0.0,False,False,False,True
107,2016,Benign,Benign,True,0.9999697208404541,0,,CONTEXT_ONLY,0,0,5.956703219562769,0.0,0.0,False,False,False,True
108,4208,Benign,Benign,True,0.9999690055847168,0,,CONTEXT_ONLY,0,0,5.859717927873135,0.0,0.0,False,False,False,True
109,2181,Benign,Benign,True,0.9999269247055054,1,T1620,MEDIUM_CANDIDATE,0,2,5.346115760505199,0.43217340111732483,0.08083876602710996,False,False,False,True
110,3095,Benign,Benign,True,0.9999418258666992,1,T1620,MEDIUM_CANDIDATE,0,2,5.408766590058804,0.38821978867053986,0.07177602919380538,False,False,False,True
111,1260,Benign,Benign,True,0.999842643737793,1,T1620,MEDIUM_CANDIDATE,0,2,4.704178027808666,0.4882360249757767,0.10378774402022584,False,False,False,True
112,1984,Benign,Benign,True,0.9999685287475586,0,,CONTEXT_ONLY,0,0,5.887584134936333,0.0,0.0,False,False,False,True
113,350,Benign,Benign,True,0.9998379945755005,1,T1620,MEDIUM_CANDIDATE,0,2,5.157610863447189,0.4063727408647537,0.07879088818909975,False,False,False,True
114,4041,Benign,Benign,True,0.9999748468399048,0,,CONTEXT_ONLY,0,0,5.8395801186561584,0.0,0.0,False,False,False,True
115,3880,Benign,Benign,True,0.9999411106109619,1,T1620,MEDIUM_CANDIDATE,0,2,5.355980291962624,0.44273754954338074,0.08266228130222372,False,False,False,True
116,1138,Benign,Benign,True,0.9999727010726929,0,,CONTEXT_ONLY,0,0,5.836654335260391,0.0,0.0,False,False,False,True
117,2383,Benign,Benign,True,0.999972939491272,1,T1620,MEDIUM_CANDIDATE,0,1,5.706894338130951,0.07977294921875,0.013978346976873628,False,False,False,True
118,1493,Benign,Benign,True,0.9999676942825317,0,,CONTEXT_ONLY,0,0,5.93161890655756,0.0,0.0,False,False,False,True
119,1698,Benign,Benign,True,0.9999735355377197,1,T1620,MEDIUM_CANDIDATE,0,1,5.732572577893734,0.08096595108509064,0.01412384230377057,False,False,False,True
120,1516,Benign,Benign,True,0.9999022483825684,1,T1620,MEDIUM_CANDIDATE,0,2,5.325991258025169,0.4400983601808548,0.08263219724923833,False,False,False,True
121,3969,Benign,Benign,True,0.9999730587005615,1,T1620,MEDIUM_CANDIDATE,0,1,5.694275833666325,0.07978598773479462,0.014011612725726265,False,False,False,True
122,4141,Benign,Benign,True,0.9999195337295532,2,T1014; T1620,MEDIUM_CANDIDATE,0,2,5.81897153519094,0.10300633125007153,0.017701810470652446,False,False,False,True
123,426,Benign,Benign,True,0.9999673366546631,0,,CONTEXT_ONLY,0,0,5.887803614139557,0.0,0.0,False,False,False,True
124,3650,Benign,Benign,True,0.9994485974311829,0,,CONTEXT_ONLY,0,0,5.816376965492964,0.0,0.0,False,False,False,True
125,5739,180solutions,180solutions,True,0.4055826663970947,2,T1014; T1620,MEDIUM_CANDIDATE,0,5,1.945717666298151,0.4366861507296562,0.22443448928563145,False,False,False,True
126,5659,180solutions,Gator,False,0.7159540057182312,2,T1014; T1620,MEDIUM_CANDIDATE,0,6,3.5844600573182106,1.8869885951280594,0.5264359387337824,False,False,False,True
127,5795,180solutions,180solutions,True,0.855444610118866,2,T1055; T1620,HIGH_CANDIDATE,2,2,3.2979178316891193,1.2525273188948631,0.3797933674573532,False,False,False,True
128,5901,180solutions,180solutions,True,0.657824695110321,2,T1055; T1620,HIGH_CANDIDATE,2,2,3.4007897078990936,1.3766953870654106,0.40481638246191115,False,False,False,True
129,5911,180solutions,Conti,False,0.3805021643638611,2,T1014; T1055,HIGH_CANDIDATE,1,1,1.922542642802,0.4764801897108555,0.24783855458020523,False,False,False,True
130,5946,180solutions,Emotet,False,0.1711399257183075,1,T1620,MEDIUM_CANDIDATE,0,1,1.6046063639223576,0.06306647509336472,0.03930339335013153,False,False,False,True
131,5785,180solutions,180solutions,True,0.9711046814918518,1,T1055,HIGH_CANDIDATE,1,0,5.50019358843565,0.0922870859503746,0.016778879591513186,False,False,False,True
132,5942,180solutions,180solutions,True,0.5469892621040344,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,2.505557917058468,0.5274457857012749,0.21051031473281517,False,False,False,True
133,5782,180solutions,Transponder,False,0.31776127219200134,1,T1620,MEDIUM_CANDIDATE,0,3,2.414840169250965,0.654455978423357,0.27101420075613375,False,False,False,True
134,5860,180solutions,Ako,False,0.4944859445095062,2,T1055; T1620,HIGH_CANDIDATE,2,2,2.5391764268279076,1.0031480640172958,0.39506828017873846,False,False,False,True
135,5935,180solutions,Shade,False,0.5022017359733582,2,T1055; T1620,HIGH_CANDIDATE,1,3,2.3849756121635437,0.5291670933365822,0.22187526389695253,False,False,False,True
136,5967,180solutions,180solutions,True,0.2018660604953766,2,T1055; T1620,HIGH_CANDIDATE,1,1,1.5098763331770897,0.11497864127159119,0.07615103220384449,False,False,False,True
137,5874,180solutions,Ako,False,0.18107758462429047,1,T1620,MEDIUM_CANDIDATE,0,3,1.8916280828416348,0.2690836489200592,0.14224976429607522,False,False,False,True
138,5984,180solutions,Reconyc,False,0.2631268799304962,2,T1055; T1620,HIGH_CANDIDATE,2,4,2.110928051173687,0.7878051251173019,0.3732032101611792,False,False,False,True
139,5912,180solutions,Scar,False,0.31393250823020935,1,T1620,MEDIUM_CANDIDATE,0,3,2.477093257009983,1.049214944243431,0.42356699380381974,False,False,False,True
140,5748,180solutions,Scar,False,0.3812648057937622,2,T1055; T1620,HIGH_CANDIDATE,1,5,1.9977993182837963,0.8223783075809479,0.4116421004124726,False,False,False,True
141,5976,180solutions,Shade,False,0.41110825538635254,2,T1055; T1620,HIGH_CANDIDATE,1,3,2.4598268270492554,0.4414409212768078,0.17946016216367106,False,False,False,True
142,5744,180solutions,Transponder,False,0.2888582646846771,2,T1055; T1620,HIGH_CANDIDATE,1,1,2.8142929822206497,0.2950788885354996,0.10485009570775543,False,False,False,True
143,5664,180solutions,CWS,False,0.2171022742986679,1,T1620,MEDIUM_CANDIDATE,0,5,1.6780237331986427,0.5795448273420334,0.3453734389306325,False,False,False,True
144,5756,180solutions,180solutions,True,0.1288948804140091,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.1724738888442516,0.35842179507017136,0.3056970381007633,False,False,False,True
145,5760,180solutions,Gator,False,0.17263346910476685,1,T1014,MEDIUM_CANDIDATE,0,4,2.0530248880386353,0.4563133493065834,0.2222639150480655,False,False,False,True
146,5949,180solutions,180solutions,True,0.6600328683853149,1,T1620,MEDIUM_CANDIDATE,0,4,2.93246278911829,1.2937939316034317,0.4411970499350955,False,False,False,True
147,5919,180solutions,CWS,False,0.3472544550895691,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,3,2.174907833337784,0.41441991925239563,0.1905459683854255,False,False,False,True
148,5728,180solutions,180solutions,True,0.4515046179294586,2,T1055; T1620,HIGH_CANDIDATE,2,3,2.240435905754566,0.5011951550841331,0.2237043040583361,False,False,False,True
149,5645,180solutions,Reconyc,False,0.3478407859802246,2,T1055; T1620,HIGH_CANDIDATE,2,4,2.536404900252819,1.7826176434755325,0.7028127265082353,False,False,False,True
150,5683,180solutions,Transponder,False,0.2709546983242035,1,T1620,MEDIUM_CANDIDATE,0,2,2.252125881612301,0.6257356107234955,0.27784220048815844,False,False,False,True
151,5741,180solutions,Transponder,False,0.4613758325576782,2,T1014; T1620,MEDIUM_CANDIDATE,0,5,2.684792496263981,1.0518690943717957,0.3917878554247759,False,False,False,True
152,5648,180solutions,180solutions,True,0.2841775119304657,1,T1055,HIGH_CANDIDATE,1,0,1.6763655915856361,0.05133755877614021,0.030624321468911316,False,False,False,True
153,5716,180solutions,Ako,False,0.4867634177207947,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,2.3311192616820335,0.6871112957596779,0.2947559599605764,False,False,False,True
154,5890,180solutions,180solutions,True,0.5294480323791504,1,T1620,MEDIUM_CANDIDATE,0,1,2.8748491629958153,0.1338595449924469,0.046562284628858544,False,False,False,True
155,5818,180solutions,Transponder,False,0.2922969460487366,1,T1620,MEDIUM_CANDIDATE,0,3,2.3333063051104546,0.7150868661701679,0.30646934978231116,False,False,False,True
156,5693,180solutions,Transponder,False,0.3081761598587036,1,T1620,MEDIUM_CANDIDATE,0,3,2.4135110042989254,0.7241465523838997,0.3000386371116833,False,False,False,True
157,5685,180solutions,Transponder,False,0.18860113620758057,1,T1620,MEDIUM_CANDIDATE,0,1,1.7146017253398895,0.04734935611486435,0.027615367122926567,False,False,False,True
158,5769,180solutions,180solutions,True,0.2966555655002594,2,T1014; T1620,MEDIUM_CANDIDATE,0,5,1.6859276331961155,0.403406597673893,0.23927871501170578,False,False,False,True
159,5988,180solutions,Shade,False,0.3905617594718933,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,2.702068831771612,0.4794876091182232,0.1774520335974739,False,False,False,True
160,5743,180solutions,TIBS,False,0.1534329205751419,1,T1620,MEDIUM_CANDIDATE,0,2,2.7514290809631348,0.552396222949028,0.20076702204356375,False,False,False,True
161,5947,180solutions,Zeus,False,0.25497862696647644,2,T1014; T1620,MEDIUM_CANDIDATE,0,2,1.938390988856554,0.10567380487918854,0.054516248520905954,False,False,False,True
162,5938,180solutions,Refroso,False,0.14456835389137268,1,T1620,MEDIUM_CANDIDATE,0,2,2.392833862453699,0.5401695966720581,0.22574471431048226,False,False,False,True
163,5725,180solutions,Transponder,False,0.3212141990661621,2,T1055; T1620,HIGH_CANDIDATE,2,2,2.2872470393776894,0.7098136767745018,0.31033537897490376,False,False,False,True
164,5674,180solutions,Transponder,False,0.3850078880786896,2,T1055; T1620,HIGH_CANDIDATE,2,2,2.4038146287202835,0.6480046957731247,0.2695734887502962,False,False,False,True
165,5771,180solutions,Transponder,False,0.2908800542354584,1,T1620,MEDIUM_CANDIDATE,0,3,2.4273128248751163,0.7307294979691505,0.30104463276452476,False,False,False,True
166,5764,180solutions,180solutions,True,0.4290214776992798,2,T1014; T1620,MEDIUM_CANDIDATE,0,6,2.3021620735526085,0.7114092223346233,0.3090178708559836,False,False,False,True
167,5676,180solutions,CWS,False,0.4751798212528229,2,T1014; T1620,MEDIUM_CANDIDATE,0,5,2.632015097886324,0.5653735920786858,0.2148063635853445,False,False,False,True
168,5757,180solutions,Gator,False,0.2009536176919937,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,1.8565420359373093,0.4408600777387619,0.23746301953038496,False,False,False,True
169,5858,180solutions,180solutions,True,0.3406054675579071,2,T1055; T1620,HIGH_CANDIDATE,1,3,2.032508496195078,0.6203369610011578,0.30520756108151514,False,False,False,True
170,5872,180solutions,Reconyc,False,0.19842612743377686,2,T1055; T1620,HIGH_CANDIDATE,2,1,2.0528234615921974,0.6108325347304344,0.297557264985984,False,False,False,True
171,5929,180solutions,180solutions,True,0.30921778082847595,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.7510801926255226,0.2963738478720188,0.1692520131974332,False,False,False,True
172,5974,180solutions,Refroso,False,0.19848234951496124,1,T1620,MEDIUM_CANDIDATE,0,3,2.0635323263704777,0.37413985282182693,0.18131039094497592,False,False,False,True
173,5965,180solutions,Ako,False,0.15111811459064484,1,T1620,MEDIUM_CANDIDATE,0,1,1.4352768808603287,0.09717041999101639,0.0677015154962789,False,False,False,True
